round,client,total_weights,rejected_weights,rejection_percentage,threshold
61,1,101770,0,0.0,0.402
61,2,101770,0,0.0,0.402
62,1,101770,0,0.0,0.3922
62,2,101770,0,0.0,0.3922
63,1,101770,0,0.0,0.38239999999999996
63,2,101770,0,0.0,0.38239999999999996
64,1,101770,0,0.0,0.37260000000000004
64,2,101770,0,0.0,0.37260000000000004
65,1,101770,0,0.0,0.3628
65,2,101770,0,0.0,0.3628
66,1,101770,0,0.0,0.353
66,2,101770,0,0.0,0.353
67,1,101770,0,0.0,0.34319999999999995
67,2,101770,0,0.0,0.34319999999999995
68,1,101770,2,0.001965215682421146,0.3333999999999999
68,2,101770,2,0.001965215682421146,0.3333999999999999
69,1,101770,6,0.0058956470472634375,0.3236
69,2,101770,6,0.0058956470472634375,0.3236
70,1,101770,12,0.011791294094526875,0.3138000000000001
70,2,101770,12,0.011791294094526875,0.3138000000000001
71,1,101770,12,0.011791294094526875,0.30400000000000005
71,2,101770,12,0.011791294094526875,0.30400000000000005
72,1,101770,7,0.00687825488847401,0.2942
72,2,101770,7,0.00687825488847401,0.2942
73,1,101770,16,0.015721725459369167,0.2844
73,2,101770,16,0.015721725459369167,0.2844
74,1,101770,15,0.014739117618158592,0.27460000000000007
74,2,101770,15,0.014739117618158592,0.27460000000000007
75,1,101770,15,0.014739117618158592,0.26480000000000004
75,2,101770,15,0.014739117618158592,0.26480000000000004
76,1,101770,16,0.015721725459369167,0.255
76,2,101770,16,0.015721725459369167,0.255
77,1,101770,14,0.01375650977694802,0.24519999999999997
77,2,101770,14,0.01375650977694802,0.24519999999999997
78,1,101770,21,0.02063476466542203,0.23539999999999994
78,2,101770,21,0.02063476466542203,0.23539999999999994
79,1,101770,16,0.015721725459369167,0.22560000000000002
79,2,101770,16,0.015721725459369167,0.22560000000000002
80,1,101770,18,0.017686941141790313,0.2158
80,2,101770,18,0.017686941141790313,0.2158
81,1,101770,17,0.016704333300579736,0.20599999999999996
81,2,101770,17,0.016704333300579736,0.20599999999999996
82,1,101770,18,0.017686941141790313,0.19619999999999993
82,2,101770,18,0.017686941141790313,0.19619999999999993
83,1,101770,16,0.015721725459369167,0.1864
83,2,101770,16,0.015721725459369167,0.1864
84,1,101770,19,0.018669548983000883,0.1766000000000001
84,2,101770,19,0.018669548983000883,0.1766000000000001
85,1,101770,19,0.018669548983000883,0.16680000000000006
85,2,101770,19,0.018669548983000883,0.16680000000000006
86,1,101770,56,0.05502603910779208,0.15700000000000003
86,2,101770,56,0.05502603910779208,0.15700000000000003
87,1,101770,65,0.06386950967868724,0.1472
87,2,101770,65,0.06386950967868724,0.1472
88,1,101770,91,0.08941731355016212,0.13739999999999997
88,2,101770,91,0.08941731355016212,0.13739999999999997
89,1,101770,94,0.09236513707379385,0.12760000000000005
89,2,101770,94,0.09236513707379385,0.12760000000000005
90,1,101770,103,0.101208607644689,0.11780000000000002
90,2,101770,103,0.101208607644689,0.11780000000000002
91,1,101770,99,0.09727817627984671,0.10799999999999998
91,2,101770,99,0.09727817627984671,0.10799999999999998
92,1,101770,117,0.11496511742163704,0.09819999999999995
92,2,101770,117,0.11496511742163704,0.09819999999999995
93,1,101770,113,0.11103468605679473,0.08839999999999992
93,2,101770,113,0.11103468605679473,0.08839999999999992
94,1,101770,158,0.1552520389112705,0.0786
94,2,101770,158,0.1552520389112705,0.0786
95,1,101770,159,0.15623464675248108,0.06880000000000008
95,2,101770,159,0.15623464675248108,0.06880000000000008
96,1,101770,176,0.17293898005306083,0.05900000000000005
96,2,101770,176,0.17293898005306083,0.05900000000000005
97,1,101770,204,0.20045199960695687,0.04920000000000002
97,2,101770,204,0.20045199960695687,0.04920000000000002
98,1,101770,246,0.24172152893780094,0.03939999999999999
98,2,101770,246,0.24172152893780094,0.03939999999999999
99,1,101770,314,0.3085388621401199,0.02960000000000007
99,2,101770,314,0.3085388621401199,0.02960000000000007
100,1,101770,473,0.464773508892601,0.01980000000000004
100,2,101770,473,0.464773508892601,0.01980000000000004
