round,client,total_weights,rejected_weights,rejection_percentage,threshold
38,3,101770,3260,3.2033015623464673,0.26480000000000004
39,1,101770,5426,5.3316301464085685,0.24519999999999997
39,2,101770,5426,5.3316301464085685,0.24519999999999997
39,3,101770,5426,5.3316301464085685,0.24519999999999997
40,1,101770,6944,6.8232288493662185,0.22560000000000002
40,2,101770,6944,6.8232288493662185,0.22560000000000002
40,3,101770,6944,6.8232288493662185,0.22560000000000002
41,1,101770,14329,14.079787756706299,0.20599999999999996
41,2,101770,14329,14.079787756706299,0.20599999999999996
41,3,101770,14329,14.079787756706299,0.20599999999999996
42,1,101770,17969,17.656480298712786,0.1864
42,2,101770,17969,17.656480298712786,0.1864
42,3,101770,17969,17.656480298712786,0.1864
43,1,101770,20241,19.888965313943206,0.16680000000000006
43,2,101770,20241,19.888965313943206,0.16680000000000006
43,3,101770,20241,19.888965313943206,0.16680000000000006
44,1,101770,23317,22.911467033506927,0.1472
44,2,101770,23317,22.911467033506927,0.1472
44,3,101770,23317,22.911467033506927,0.1472
45,1,101770,25741,25.293308440601358,0.12760000000000005
45,2,101770,25741,25.293308440601358,0.12760000000000005
45,3,101770,25741,25.293308440601358,0.12760000000000005
46,1,101770,30212,29.686548098653827,0.10799999999999998
46,2,101770,30212,29.686548098653827,0.10799999999999998
46,3,101770,30212,29.686548098653827,0.10799999999999998
47,1,101770,33233,32.655006386950966,0.08839999999999992
47,2,101770,33233,32.655006386950966,0.08839999999999992
47,3,101770,33233,32.655006386950966,0.08839999999999992
48,1,101770,36096,35.46821263633684,0.06880000000000008
48,2,101770,36096,35.46821263633684,0.06880000000000008
48,3,101770,36096,35.46821263633684,0.06880000000000008
49,1,101770,43599,42.840719268939765,0.04920000000000002
49,2,101770,43599,42.840719268939765,0.04920000000000002
49,3,101770,43599,42.840719268939765,0.04920000000000002
50,1,101770,48041,47.205463299597135,0.02960000000000007
50,2,101770,48041,47.205463299597135,0.02960000000000007
50,3,101770,48041,47.205463299597135,0.02960000000000007
